video_id,title
vs_13527,"Cat jumps through ceiling, chatches toy"
vs_13529,Leash training for Ginger Toy Poodle Puppy.
vs_13534,How Brian Swan Demonstratess Tuxedo Collar Adjustment
vs_13537,Mud racing competition with trucks and ATVs
vs_13538,Man jumps into rescue from frozen lake
vs_1354,Man speaks into crowd about race car setup
vs_13540,Child drives toy car through muddy field
vs_13541,Man falls into poolside during playful interaction
vs_13542,G&C Tire and Auto Service Repair Advertisement
vs_13544,Duck Hunt: Balloon Bridge Challenge Solved
vs_13547,Dog runs with toy in grassy field
vs_13548,Racing Humans Event Promo
vs_13550,Man sings in recording studio
vs_13551,Woman applies gel to dogs' teeth at they stand still still
vs_13552,Jamie Frex Memorial Ride Honorsing Mother Killed in Party Bus Accident
vs_13553,Puppy Gets Familiar with Leash and Collar on Walk
vs_13557,WF Zombie Crawl & 5K
vs_13558,Girls' 60m Hurdles Race Semi-Final
vs_13559,Kim Kardashian and Kanye West Rent Hospital Floor for Baby Birth
vs_13560,Woman plays fetch with dog in pool.
vs_13562,What Are the Best Ages for a Horse to Train and Compete
vs_13563,Mechanic explains on car engine repair in garage
vs_13568,"Two-headed kitten born in Oregon, rare anomaly"
vs_13575,White pickup truck drives under covered walkwayway
vs_13576,Girl performs acrobatic flip in gymnasium
vs_1358,Baby laughs while playingfully pretending to cry.
vs_13580,Kitchen Tile Installation Progress: Day 1 setup
vs_13582,Clubfit Personal Training: Fitness Fun and Goals
vs_13583,Motorcycle flips over stunt gone wrong
vs_13587,M Perkins Mud Bog Oct 2013
vs_13590,Man tries various traps to catch rats
vs_13591,Girl blows out candles on birthday cake while friends watch
vs_13592,Automated Car Wash System Malfunction
vs_13593,"Motorcycle rider hit by car, driver flees"
vs_13594,Veterinarian saves puppies in need
vs_13595,Dog enters through open door in kitchen
vs_13602,Man hikes with Bengal cat on backpack harness
vs_13606,Interior Design Showcase: Modern Living Spaces
vs_13607,One Dead After Head-On Crash in Valley Center
vs_13608,Woman lying on zebra-patterned blanket
vs_13611,"Colin introduces himself as ""Hello I'm Colin"""
vs_13612,John Levy discusses his experience with Positive Steps program.
vs_13614,Dog being for medical examination by veterinarians
vs_13615,Baby eating snack while sitting in car
vs_13616,Track athletes compete in relay race
vs_13618,"Woman demands refund, grabs cash register, throws cookie jar."
vs_13619,Men's Dog Tag Pendant with 38inch Necklace - Silver Plated
vs_13620,Player gets killed by explosion while jumping over wall
vs_13623,Man in red shorts hands money to staff member outside outside
vs_13625,David Pollock demonstrates DIY foot cleaner using lemon
vs_13627,Flat Black black Phat beach cruiser with 144 spoke rims
vs_1363,Two women pose and gesture in front of white backdrop
vs_13630,Crazy things people do behind the wheel: fail to wear their seatbelts
vs_13631,Christmas lights display house at night
vs_13636,Diamond Studded Eternity Ring Showcase
vs_13637,Man talks about fixing wall after dog incident
vs_13638,Jeep drives up rocky hillside
vs_13639,Soldier surprises sons at Disney
vs_13640,Man plays with dogs in indoor area.
vs_13641,Monster truck flips through ramp in arena
vs_13643,Abdominal Workout: Strengthen Core and Tone Stomach
vs_13644,Bicyclist rides down grassy slope near house
vs_13647,Create custom apps with AppCat Studio
vs_13648,Layering T-shirts for winter and fall fashion tips
vs_1365,Man throws javelin during track meet
vs_13651,Texas Hold'em Poker Gear Spotlight: Fat Cat 500
vs_13652,Woman takes photo of store window display people walks by
vs_13653,Liori Diamonds New York showcases elegant engagement rings.
vs_13656,Man shoots from airboat in swamp
vs_13658,Dad feeding baby while other sister watches
vs_13659,Thule Easy-Ffit Tire Chains Installation
vs_1366,Creating a homemade insect trap using dish soap
vs_13660,Woman discusses hubcaps in warehouse setting
vs_13669,Rocky: A cheerful boy ready for adoption
vs_1367,Car flips over guardrail on highway
vs_13670,Tyson Chandler Slam Dunk
vs_13673,Tractor blocks car at intersection
vs_13674,Child plays keyboard with adult guidance
vs_13678,The Cooling Waters & The Rahming Brothers Present: Celebrating Moms
vs_1368,Wrestler executes headlock on opponent
vs_13681,Dog plays fetch with buckets and ball in yard.
vs_13682,Snowmobile Racing Starts: Visualize the Start
vs_13683,"Bad dog runs, sits, lies down, listens "
vs_13684,Dog plays in kiddie pool with water
vs_13688,Bull charges through narrow alleyway people
vs_13689,Yellow sports car crashes into dust cloud
vs_13692,"Woman bites neighbor, digs in ground like dog"
vs_13694,Cat plays with water faucet in sink
vs_13695,Jeep drivers helps stranded vehicle on sand dune
vs_13697,Child's bicycle with decorative flowers parked against green wall
vs_13701,Protestersers riding bike through crowd
vs_13702,The Kid and the Pope: Boy Wandersers on Stage and Stays
vs_13704,Hair processing using sewing machines in factory setting
vs_13708,Puppy chases person near poolside
vs_1371,Pekingese wins Best in Show at the 136th Westminster Kennel Club Dog Show.
vs_13711,Teenage Mutant Ninja Turtles: Out of the Shadows
vs_13714,Child falls while playingfully chasing ball in yard
vs_13716,Puppies fight over food water bowl
vs_13719,Engraving machine creates precise markings on circular text.
vs_1372,Little girl dances for Aunt Cat's birthday
vs_13724,Woman organizes closet space drills and tools.
vs_13725,Jeep SRT8 wins two race
vs_13726,"Suspects flee with stolen money, crowd gathers for loot"
vs_13732,Commercial carpet cleaning saves money and keeps carpets looking new
vs_13733,Man dances in kitchen while others watch
vs_1374,Man jumps into river from cliff
vs_13741,"Crocodile takes algae bath, achieves high score."
vs_13743,Man jumps from rooftop onto street below
vs_13745,Flood Damage Restoration Services by Quick-Dry Flood Services
vs_13746,Woman examines dog's mouth closely
vs_13747,"White van drives into parked cars, causing collision"
vs_13748,"Jeep stuck in mud, other rescue attempted"
vs_13750,"Group performs on beach stage, crowd cheers"
vs_13752,Teenager girl making funny gestures and holding props
vs_13753,Repairing a rug with a needle and thread
vs_13756,Speed Dating: First impressions matter
vs_13762,Dog chreacheses ball in park
vs_13764,Custom Kids Furniture Design Showcase
vs_13766,Man jumps off cliff into sea
vs_13767,Liori Diamonds New York Showcase
vs_13768,"Model airplane crashes and lands on sand, man retrieves it."
vs_13769,Police chase suspect crashes into police car
vs_1377,Iron Man runs through gears and obstacles.
vs_13770,Singers perform on stage with band.
vs_13773,Ghost caught on tape after mortal car accident
vs_13778,Dog Walks Baby with Stroller
vs_13779,Sewing machine operation demonstration
vs_13782,Man jumps into pool from balcony
vs_13783,Three women ride horses through parking lot.
vs_13785,Child plays card game while watching TV in living room
vs_13786,"Quad riders stuck in mud, crowd gathers"
vs_13789,"Man runs away after hitting pedestrian, falls down embankment."
vs_1379,Obama delivers speech to large crowd
vs_13792,White car performs drifts and slaloms through cones
vs_13793,Salutete to Troops: Gunnery Sgt. Randall Small
vs_13797,Man dances while wearing headphones in room.
vs_13798,Public Safety NSW LED Light Bar
vs_138,"Woman sits in chair, dog climbs onto her back."
vs_1380,FHP Trooper Suspended After Use of Firearm
vs_13804,Child drives toy Jeep while adult pulls real Jeep down driveway.
vs_13806,Golden Retrieverer Puppies Playfully Fighting in Cage
vs_13809,Jeep Driving on Soft Hill in Sand
vs_13810,Man drives office chair-powered tracked vehicle in parking lot
vs_13812,Crowd cheers at stage at Austin City Limits Music Festival
vs_13813,Best Tire Brands: YouTube/PeepMYSteelo
vs_13814,Children petting large dogs at a dog show
vs_13819,"Baseball player hits home run, dives for ball but misses."
vs_13820,Button Attaching Machine Demonstrates
vs_13824,People push snow-covered car down snowy street
vs_13825,Woman speaks directly to camera
vs_13827,BMX rider performs aerial flip trick
vs_13828,Ice Maker Repair: Appliance Repair and Service
vs_13829,Man walks dog in kitchen while others move around
vs_1383,Colonial Floor Repairing Palm Beach
vs_13830,Boys 400 Meter Dash Race Begins
vs_13831,Modern Kitchen Designs Showcase by Fedisa
vs_13832,"Robberber breaks free, stumbles into parked cars as he tries to find his accomplices"
vs_13834,Skateboarderer jumps over concrete block
vs_13835,Monster trucks race in arena with dramatic jumps
vs_13839,Discover How to Prepare Your Dog True Delicacies
vs_13840,Man jumps into river from cliff edge
vs_13843,Trenchless Pipe Lining Solution for Homeowners
vs_13845,Pearl Care Card Offer
vs_13847,Man in leotard dancing in room
vs_1385,Man rides motorcycle through cones on road
vs_13851,Woman in pink ruffled blouse stands outside door showcasing Christmas outfit.
vs_13853,"Squirrel steals water from bottle, runs away"
vs_13857,Boy Run Over By Fireworks Float
vs_13858,DeLonghi Launch new coffee machine lineup
vs_13859,"Runner falls during race, competitors continue"
vs_13860,Woman speaks enthusiastically at trade show
vs_13866,"Kitten climbs onto red couch, looks up"
vs_13868,Subway Rat: Passengers Shocked by Subway Passenger Encounter with Rat
vs_13869,Snowboarderer jumps over snow ramp
vs_13870,"Baseball player hits foul ball, fans catch it."
vs_13873,Man jumps off roof onto ground
vs_13875,Golf player falls into waterwater after misjudging shot
vs_13876,Africa Gems: Exclusive Mother of Pearl & Mozambique Garnet Ring
vs_13878,Hip Hop Bling Jewelry Ad
vs_13879,Pool Maintenance Services: Keep Your Pool Sparkling Clean!
vs_1388,Sewing machine stitching fabric efficiently
vs_13886,Man climbs rope in gym using
vs_13889,"Man rides dirt bike, falls off tree"
vs_13890,Russia Plane Crash Near Irkutsk
vs_13891,Bicycle crashes into picnic table in park
vs_13892,Personalized Name Pendant Displayed
vs_13896,Man attempts three backflips into Smith Mountain Lake
vs_13898,"Man walks through snowy street at night, passing cars"
vs_13899,Red Bull pit crew performs tire change
vs_139,Homeless tents line city sidewalk at night.
vs_1390,Crufts's 20013 Agility Competition Highlights
vs_13901,Blue monster truck races through mud track
vs_13902,"Player achieves multiple kills including ""First Blood"" and ""Headshot"" in a game"
vs_13903,Elephant charges at school playground
vs_13904,Justin Bieber and Selena Gomez together again
vs_13906,Dog plays with cup cup on floor
vs_13907,"Woman drives while talking on phone, swerves, and nearly hits pedestrian."
vs_13909,Race cars speed past fans capturing moment on track
vs_1391,Man appears in court for dog cutting case
vs_13912,Referee signals end of game
vs_13916,Custom-made van with unique modifications
vs_13919,Top 7 Do's and don't's for wedding reception planning
vs_13920,DockDogs Competition at Teva Mountain Games Vail
vs_13922,Best diet for kidney stones secrets revealed
vs_13923,Woman washing a skunk in a luxurious bath.
vs_13925,Woman Found Dead in Home on Titus Street in Cumberland
vs_13927,"Bunny plays with toy, chrouches near treat"
vs_13928,Pickup truck stuck in muddy track
vs_13929,Liori Diamonds New York Showcase
vs_13930,"Man in hoodie sits on subway platform, then person passes by."
vs_13932,Teen arrested for stealing part from Paul Walker's Porsche crash
vs_13933,Bling Bling Watch: Hip Hop Jewelry Look
vs_13935,Interior Design Showcase: Modern Living Spaces
vs_13936,Pressure washing brick driveway clean
vs_13937,Today's Home: When to DIY Yourself
vs_13938,White car drives through winding forest road
vs_13941,Rabbit eats carrot while being being held
vs_13942,"Girl leaps over hurdles, wins race"
vs_13943,Man wash cat in kitchen sink
vs_13945,Gold 2 Number Iced Out Pendant + Free Chain
vs_13948,Snowboarderer crashes into crowd
vs_1395,Girl rides mechanical bull at falls off
vs_13950,Smoke billows from vehicle exhaust pipe in garage.
vs_13951,Man speaks about laser hair removal service.
vs_13952,Military musicians perform in decorated hall
vs_13953,Green Coffee Bean Extract Buying Guide: Avoid Facks
vs_13954,Transforming a Car: DIY Painting Guide
vs_13955,Man rides bike with dog following closely
vs_13956,Dog ch chases toy across person
vs_13958,Cat Chases Laser Pointer in Kitchen
vs_13959,Cape Diamonds Diamond Ring Showcase
vs_13961,Dog jumps and stands on hind legs repeatedly.
vs_13965,Black-and-white cat grooming on rug
vs_13967,Child sings about wanting to leave repeatedly
vs_13968,"Woman runs across street, narrowly avoids car."
vs_1397,Kids' Room Designs by Designaddict Interiors
vs_13970,Pet Care Services Offered in Chicago West Suburbs
vs_13971,Fixing a stuck window with household items
vs_13975,LEGO City Tanker Truck 60016 Review
vs_13977,Child surprises sick man with birthday visit
vs_13978,Water slide collision creates splash at camera
vs_13983,19-Year-Old Killed Operating Model Helicopter
vs_13985,"Man falls down stairs, breaks multiple bones."
vs_13986,Make Spicy Potato Stuffing for Samosas
vs_13989,Plastic bag production line in action
vs_1399,Airplane lands smoothly on wet runway
vs_13991,Labeling machine operates efficiently in a a factory setting
vs_13993,Swimmer performs backflip into water pool
vs_13994,Fan invades field during game
vs_14,Walking MAGIC F1 Savannah from A1 Savannahs
vs_14001,Dogs playfully chase each other around dog bed
vs_14002,Woman eats salad while monkey climbs on her shoulder
vs_14003,Sewing leather strips with industrial machine
vs_14004,"Fred Hassen trains 9-month-old dog ""Crash"" on leash"
vs_14005,Puppy Chews on Blue Rope in Garden
vs_14008,Driver Escapes from Tracks Minutes Before Train Smashes Into Car
vs_14009,Violinist plays for cat on talk show
vs_1401,Red car drives past large truck on busy street.
vs_14010,"Brothers Jewelry: Buying, Sell, Repair, Customize"
vs_14011,Labeling machine operates on conveyor belt
vs_14012,The Mountain Goatss: All Hail West Texas
vs_14014,Hip Hop Bling Cross
vs_14015,Man teaches dog to catch treat in backyard
vs_14019,Baby girl interacts with man on TV
vs_14022,Hit-and-run driver sentenced for fatal crash
vs_14023,Man pulls dog upside down near grassy area
vs_14027,Veterinarian Discusses Rabbit Care Tips
vs_1403,Driver speeds away after hitting pedestrian
vs_14032,Elf-themed office decorations and antics
vs_14033,Booty Shakinging Competition
vs_14034,"Woman walks down street, then dog follows"
vs_14036,Dogs play in snowy suburban yard.
vs_14039,Modern kitchen design showcase by VizizalForm Studio
vs_14040,Car fire on city street corner
vs_14041,Baby being held and finger placed in mouth repeatedly.
vs_14042,Painting Tiles Without Masking Tape
vs_14045,Man pulls car out of snowbank
vs_14046,Man walks past car with bicycles on roof in parking garage
vs_1405,Dragon City: Complete Breeding Guide Download
vs_14050,"Store owner shoots burglar, suspect injured"
vs_14051,Clean Stove Top with Pro-Tek Cleaner Mix
vs_14059,Girl jumps on trampoline covered GuidId
vs_14061,Dancers perform on stage in vibrant club setting
vs_14062,Rotating wooden smoking pipe showcase
vs_14066,Baby Beyonce: The World's Smallest Dog?
vs_14067,Woman in yellow jacket speaks to reporters outside fire incident reported.
vs_14069,Building barbecue pit with hexagonal bricks
vs_1407,Women's 200m Butterfly Victory Ceremony
vs_14070,BMX rider performs tricks in urban environment
vs_14071,Man operates cherry picker near building
vs_14073,Man falls off bike while being hit by car
vs_14077,House votes on motion to concur in Senate amendments
vs_14079,Drift Wheel Assembly Tutorial
vs_1408,Electric Brushless Car Crashes into Concrete Block
vs_14080,Woman slips and slides into fall on head
vs_14082,Honda vehicle drives through heavy snow at night
vs_14084,Baby crawls and interacts with adult
vs_14088,Man climbs building using vacuum cleaner attached
vs_14090,"Man jumps onto couch, dances, exits room"
vs_14091,"Cooking various dishes including pancakes, stir-fry, and fried spring rolls"
vs_14092,Man jumps into water from dock with friends
vs_14094,Dryer Leveling Leg Replacement
vs_14095,Man wraps large large large large gift box
vs_14097,News anchor reports on hospital incident involving armed robbery suspect.
vs_14098,"Man sneezes into clothes, causing disgust."
vs_14100,Military Trucks Perform Stunts in Formation
vs_14103,Fashionable Footwear Collection
vs_1411,Woman wishes friend a happy birthday at Oak Hall.
vs_14113,Children climb into truck door driver opens door
vs_14114,Jeep stuck on rocky trail in forest
vs_14115,Baby climbs out of playpen
vs_14116,Dog saves child in forest fire
vs_1412,Pickup truck towinging stuck Jeep through snow
vs_14122,18K White Gold Round Cut Diamond Engagement Ring Deco Pave Halo 1.76CTW
vs_14123,Welcome Home: Criminals Sentenced
vs_14124,Chrissy Alamo Makes a Low-Carb Peanut Butter Protein Smoothie
vs_14125,Boat trip with passengers enjoying the ride
vs_14127,Top 8 Do's and don't's for princess party planning
vs_14128,Dog food deaths: Dogs in US getting sick from Chinese treats
vs_14129,Woman discusses flea treatment for puppies
vs_1413,Haiti Earthquake Relief Efforts
vs_14130,Stupid guy jumps over a bush
vs_14135,Skeet Shooting: Frog Target Game
vs_14136,Teenagers performs backflip in locker room
vs_14140,Woman trains dog in front of children.
vs_14143,Woman holds sits atop alligator while children watch
vs_14146,Dude Perfect Basketball Dunk Challenge
vs_14147,Man plays fetch with dog in hallway
vs_14150,Puppy runs and plays with toy
vs_14152,"Soldier holds woman hostage, man talks on phone"
vs_14153,Teaching Your Dog to Stand on Two Legs
vs_14156,Kevin Ware Suffers Broken Leg During Game
vs_14158,Woman dances in gold dress in closet
vs_1416,Davy Whippet Sets New Canine Catch World Record
vs_14160,Man rides scooter down residential street
vs_14162,Motorcycle Maintenance with Wheel Jockey
vs_14164,Girl blows out birthday candles while friends watch
vs_14165,Red Bull Formula 1 pit stop demonstration
vs_14166,IFB Service Centre in Jaipur Appliances Showcase
vs_14167,Center of Mass Takeoff Drill
vs_14168,Modern Interior Design Showcase in Mumbai
vs_14169,Coach discusses basketball drills in gym.
vs_1417,Children play inside inflatable bounce house
vs_14172,Band performs on stage with dynamic lighting effects.
vs_14178,Renal Disease Diet Secrets Revealed
vs_1418,Fixing a broken GMC Global Machinery Company pressure cleaner
vs_14184,Completed waterproof deck project with tile installation in backyard.
vs_14186,Cat being bathed and dried with towel
vs_14189,KF-2006EG Industrial Wall Fan Features Showcase
vs_1419,Dog on leash while walking
vs_14190,Spacify Modern Mirrors Showcase
vs_14192,"Man carries blue bag, others watch."
vs_14196,The Doors Absolutely Live Album Cover
vs_14199,Teen plays bass guitar in room
vs_14200,Color Run participants start line and run.
vs_14201,Orphan bat has bad hair day feeding milk
vs_14207,Top 7 Do's and don't's for puppy potty training
vs_14212,Chinese hackers steal plans for new Australian spy headquarters
vs_14213,Side-by-Side refrigerator showcase
vs_14215,Hip Hop Bling: Luxury Pendant Showcase
vs_1422,Man spraysays cleaning products in kitchen
vs_14221,Water damage inspection reveals ceiling leak detected
vs_14225,Man pretends to paints stranger's face in mall
vs_1424,Prince William and Kate Middleton discuss their NBC News Exclusive
vs_1425,Cleaning Cat Urine from Carpets with Club Soda and Febreze
vs_1426,Basketball player performs unexpected dribbling move
vs_1428,Woman throws ball towards goal in backyard
vs_1429,Woman models plaid shirt against white backdrop
vs_143,"Pit Bull Attacks Neighbor, Man Opens Fire"
vs_1431,Red truck loads gravel into excavator in park
vs_1433,Police chase ends with arrest
vs_1436,Interior Design Showcase: Luxurious Living Spaces
vs_1441,Man fights with another person in hallway
vs_1443,Man hangs deer in shed
vs_1445,Woman cleans fiberglass shower with vinegar and baking soda.
vs_1448,Echoquest Harleyshow performance
vs_1449,Top 10 Do's and don't'ts for princess party planning
vs_145,Man breaks board with karate kick
vs_1450,Create a a wall with photos using paper bags
vs_1451,Customer feedback on Lone Star remodeling service wood floor installation.
vs_1453,Professional Pet Sitting Etc. Offers Comfortable Home Care
vs_1455,Hip Hop Jewelry: Bling Buckle Showcase
vs_1456,"Child rides bicycle, falls, and gets up in yard"
vs_1458,Winter Weather Tire Safety Demonstration
vs_1459,Dresses Showcase at Fashionosos.com 
vs_146,Fire truck stops for convertible car with child on back seat
vs_1460,Toddler plays with baby lion cub in zoo enclosure
vs_1467,Man plays with dog in play area
vs_1472,"Baseball player slides into catch ball, umpire signals safe."
vs_1474,Motorcycle rider jumps over white van mid-air
vs_1475,Bulldog plays with stuffed toy on couch
vs_1476,"Child falls down stairs, waits for help."
vs_1477,Pickup truck drifts in snowy parking lot
vs_1478,Fineview Shooting Victim Killed on Father's Day
vs_1479,Bottled beverage production line in operation
vs_1480,Teen charged in deadly Ripley County crash
vs_1481,Woman slaps man on TV show
vs_1482,Blue car performs drifts on snowy road at night
vs_1484,Dalmatian wearing life jacket swims and walks
vs_1488,Teenagers band practicing indoors
vs_1489,Car rear-end collision on wet road
vs_149,Surfer dodges shark attack in fake image
vs_1491,Police officers investigate crime scene at night
vs_1494,Peter Griffin sings over Indiana Jones and The Last Crusade
vs_1495,Simple Carrot Apple Juice Recipe
vs_1497,Man sings into band in dimly lit bar
vs_1498,"Jeep stuck on rocky terrain, drivers struggles"
vs_1499,Man in sunglasses waves goodbye outside driveway
vs_150,Pope blesses child amidst crowd
vs_1500,Electric Car Charging Network Expands
vs_1501,My First dunk! Project Vertical Jump Training System
vs_1502,Good neighbor shovels snow for neighbors
vs_1506,Winter 2011/12 Hip Hop Bling Black & Silver Watch Collection
vs_1508,Date Night Wallet Mishap
vs_1509,Man performs front flip in grassy field.
vs_1512,Goat climbs onto Horse rolls over go
vs_1514,Dalmatianers and Kittenss Playfully Interact
vs_1515,Collomix Mixing Tools Demonstration
vs_1516,Athlete throws discus in track and field event
vs_1517,Dancers perform on large screen during concert.
vs_1518,"Motorcycle rider performs wheelie, crashes into barrier"
vs_1519,Romney Pest Control Services Adtract
vs_1522,Boat parade featuring giant Christmas-themed candle float
vs_1523,Race car flips over spinning tire
vs_1525,Driver in helmet drives car at night on highway
vs_1526,Adjusting bicycle brake cables with tools
vs_1528,Small plane takes off from dirt runway under bright sun.
vs_1529,People push cars stuck in snow at night
vs_153,Models backstage and on stage at Victoria's Secret Fashion Show
vs_1532,Mechanic demonstrates motorcycle tire inspection
vs_1538,LEGO City Dump Truck Review
vs_1543,"Bacon ball race concludes with ""Power of Bacon"" winning."
vs_1544,Jeep races through muddy forest track
vs_1547,Believe Tire Store Manager Explains Tire Maintenance
vs_1550,Motorcycle rider speeds past race cars on track
vs_1553,14-Year-Old Flips Car on I-44
vs_1555,Spider-Man: Andrew Garfield and Emma Stone cast list reveal
vs_1557,A New Launch Vehicle for the Pett Level Rescue Boat
vs_1558,Hammer Heads Part III: Blood Brothers
vs_1559,Clean It Up! Linoleum Floor Cleaning Demonstration
vs_156,Man drives ATV through muddy field with friend following behind
vs_1560,Liori Diamonds New York Showcase Engagement Ring
vs_1564,Woman demonstrates belly dance moves in studio.
vs_1566,Red Bull X Fighters Championship in Madrid
vs_1567,Shafran Construction Advertisement
vs_1568,Unboxing colorful pens from package
vs_1569,"Cat climbs tree, escapes danger"
vs_157,Crazy Kingston Rides Rocking Horse
vs_1570,Alien dance crew performs in vibrant urban settings
vs_1572,Inspecting floor flatness with a 2-meter straight edge
vs_1574,Mud Bog Race Car Gets Stuck
vs_1576,Rollerers derby players kneel during national anthem
vs_1579,Automated Side Wall Cleaning Design Study
vs_1580,Tandem Bike Fun for Families
vs_1584,Woman Uses Baby Stroller to Hide Stolen Clothes
vs_1588,Yellow school bus crashes into airplane on runway
vs_1589,Whale breaching near rocks
vs_159,Woman falls from high altitude in parachute
vs_1592,Workers operate large machinery outdoors.
vs_1599,Man in wheelchair struggles to descend porch steps.
vs_160,"Toddler sings ""Happy Birthday"" to Mike."
vs_1604,How Danny Agnew Teaches Styling Denim Jacket and Pants
vs_163,Lawn mower race elimination round
vs_167,Unboxing and Assembly of Easy Lift Bike Rack
vs_168,Helicopter flies over cloudy sky
vs_16993,Home Pros Group Repair Tankless Water Heaters in GTA
vs_170,Skateboarderser fails in urban setting
vs_171,Child sleeps on couch while family watches
vs_173,Bear chashes camera in forest
vs_177,Woman discusses son's eighth birthday party plans.
vs_180,Chinese Wealth Migration to Overseas Accounts
vs_18001,New Balance Women's Momentum Running Short Sleeve
vs_18003,Basketball player makes impressive shot into hoop
vs_18009,Display of of various handbags in store
vs_18010,Athletes compete in track event
vs_18012,Fat man dances in black bodysuit promoting webcam modeling
vs_18014,1998 Jeep Grand Cherokee for Sale
vs_18018,Interior Design Showcase: Modern Living Spaces
vs_18019,Motorcycle rider crashes into tree branch
vs_1802,Skateboarderer flips over over green chair
vs_18023,Domination on Havana: Victory Celebration
vs_18024,Installing a chimney system with gravel and metal cage
vs_18026,Man digs hole for tree planting
vs_18027,Boeing 767 lands safely without landing gear
vs_18030,Police make arrest in hate crime
vs_18033,Drag race cars compete on track at night.
vs_18035,Robot vacuum cleaner cleaning stone patio
vs_18036,Boat speeds across calm waters near distant town
vs_18038,BeyoncÃ Slapped by Fan During Copenhagen Concert
vs_18041,Man sings into microphone in room
vs_18044,"President Obama meets students from ""Waiting for Superman"" at the White House."
vs_18048,Cat in shark costume chases duck on robotic vacuum
vs_18049,Yellow car flips over crowd cheers
vs_1805,Man jumps onto train tracks near on train
vs_18050,Hire The Miracle Band for a Fantastic Party!
vs_18051,Blue object moves across tiled floor
vs_18053,Jeep drives through muddy forest trail
vs_18057,Man walks dog on leash in suburban neighborhood.
vs_18058,Football game on TV screen with players celebrating touchdown
vs_18059,Character runs across through magical portal in video game.
vs_18062,Woman changes tire on roadside
vs_18064,"Man climbs wooden ramp in park, jumps off children watch"
vs_18067,Spacify Furniture Showcase
vs_1807,Motorcycle stunt performance draws crowd
vs_18071,Motorcycle crashes into parked car
vs_18073,"Woman sings ""Happy Birthday"" repeatedly"
vs_18076,"BBC London Weather Forecast: Warm, Sunny Summer Ahead"
vs_1808,Martin Appliance Family Reviews
vs_18080,Save money with dish soap and shampoo mix
vs_18081,Dog cuddles cat on bed
vs_18083,Abandoned babies given to childless couples on Pakistani TV show
vs_18084,Call 714.336-5184 for Pool Heaven's Service
vs_18087,Car with bright headlights drives slowly at night.
vs_1809,Snowboarder performs small straight air trick
vs_18091,Removing the Shipping Bolts for Proper Front Loading Washer Installation
vs_18092,Helicopter drops water water bucket over forest fire
vs_18094,The video shows a dog being groomed
vs_18097,Clean engine with degreaser and protect with shine
vs_181,Concrete cuttingting machine in operation on construction site
vs_18101,Roasted Chicken Dinner with Potatoes and Vegetables
vs_18105,"Twin toddlers dance to ""Gangnam Style"
vs_1811,Finally reached the summit of Glacier Pass.
vs_18110,Dragon boat team practicing paddle technique
vs_18117,Take Action by Calling Your Local Roofing Experts Today!
vs_18118,CCMC Man Child Push Up Challenge
vs_18121,Child swims upside down in pool.
vs_18122,Dog chatches and carriess large ball
vs_18123,Mud Bog Race Competition
vs_18124,Baseball player dives into catch ball near ball girl retrieves it
vs_18126,"Woman run over, driver leaves scene"
vs_18130,Child plays with homemade fan costume.
vs_18131,Woman plays with dogs on driveway
vs_18134,Vince GisSPy discusses carpet stretching services.
vs_18135,Tire tire safety tips: Check tread depth and pressure
vs_18137,Determine the best pet food for maximum canine kidney health
vs_18138,Puppy Chases Camera and Plays
vs_18139,Magic Mike turns $1 into $100
vs_1814,"Woman rides horse through forest and river, then crosses muddy path."
vs_18140,Chick-fil-A Bowl: Johnny Football's Last Hurrah
vs_18142,HydroTrim Competitive Comparison: Peel Test
vs_18143,Toddler plays with water hose and toys outside sunny day.
vs_18144,Man discusses dog training with bell in Miami
vs_18146,Brickk holds down bottom conduit with hose clamp
vs_18152,Player uses glitch to bypass door
vs_18155,Mom faces more charges in 1st degree murder case
vs_18156,America's Cutest Dog Show: Number Five Winner Revealed
vs_18157,BMX rider performs complex tricks in Touchgrind game.
vs_18159,Man plays guitar while others watch
vs_1816,"Ghost heard screams from room, John calls police"
vs_18160,Police officer issues parking ticket to driver
vs_18163,USA Women's 4200m Freestyle Wins Gold
vs_18166,Red hydroplane crashes into dock during race
vs_18167,Will Smith slaps Ukrainian TV reporter
vs_18168,"Man drives car through heavy snow, slips, falls into ground"
vs_18170,"Black car drives recklessly on winding road, narrowly avoiding collision."
vs_18173,Dodgerss player celebrates home run with fans
vs_18178,Boy dances in kitchen while others watch
vs_1818,Baby in fairy costume dances and plays
vs_18181,Woman gives birth to 13-pound baby in China
vs_18189,Ticket held up in front of race track
vs_1819,Crowd dances under vibrant green lights at concert
vs_18191,Dancer performs acrobatic moves in studio
vs_18197,Daddy brushing child's hair
vs_18198,Medical Journals Show Plan My Baby Increases Chances of Having Your Dream Baby
vs_18199,Breaking the bead using 2x6 and steel foot
vs_182,Draw a circle using three methods
vs_18200,Sewing Pillow Insert with Expert Tips
vs_18201,Cat interacts with spinning plate in dimly lit room
vs_18204,Train approaches subway platform unexpectedly
vs_18207,"Motorcycle crashes into burning car, bystandersers flee"
vs_18213,Child plays with toy train set on glass table
vs_18216,Old bomb discovered in forest
vs_18217,"Anno Domini Beats ""By Any Means Necessary"
vs_1822,Radio station car drives under bridge with traffic.
vs_18220,"Two dogs graze on the grass, curious about the rye."
vs_18225,Royal baby born: Duchess of Cambridge delivers boy in London
